treatment,replicate,mean_cc
9,25,0.47970579969446964
9,26,0.48339572952310256
9,27,0.49036581890173314
9,28,0.5437596793007731
9,29,0.39036337004130933
9,30,0.24551716477730667
9,31,0.21368806942313326
9,32,0.41331022909281867
9,33,0.43108206630185786
9,34,0.3653695573238956
9,35,0.2157570837904022
9,36,0.3313550036712734
9,37,0.4162202756787523
9,38,0.4178124172656179
9,39,0.28363375689798004
9,40,0.3440733898063294
9,41,0.45591509018302134
9,42,0.592436371487531
9,43,0.3655965529514743
9,44,0.2812454740823134
9,45,0.29118575090033505
9,46,0.48749615820812253
9,47,0.44119068988439036
9,48,0.30425473540493175
9,49,0.44601965076062616
9,50,0.3332939458835637
10,1,0.3320438538068837
10,2,0.24320050469239668
10,3,0.23641064783548968
10,4,0.2382040892355464
10,5,0.26112081510876267
10,6,0.38410870645715356
10,7,0.3608022070978466
10,8,0.26408048119240607
10,9,0.3349641482246474
10,10,0.45228992387167744
10,11,0.3734339809235936
10,12,0.33960134230933325
10,13,0.3232989700718889
10,14,0.4380331137105481
10,15,0.4108693036134499
10,16,0.48792080886451084
10,17,0.41554823849341804
10,18,0.3204938934670648
10,19,0.38414571690640437
10,20,0.38887679018224663
10,21,0.3164059064350218
10,22,0.42829645147746204
10,23,0.34069646054881875
10,24,0.35114352143802857
10,25,0.2945343554439015
10,26,0.5120209834791205
10,27,0.29160760070659264
10,28,0.3481495171052738
10,29,0.4465585820534793
10,30,0.34129691243537297
10,31,0.38707859629705454
10,32,0.33658390783250924
10,33,0.42328460895070724
10,34,0.49836513212799904
10,35,0.5082290352692392
10,36,0.4571932979758331
10,37,0.41334048267345896
10,38,0.4029694586752284
10,39,0.40869911412104337
10,40,0.3173673122077602
10,41,0.39833834600539125
10,42,0.27695203738654545
10,43,0.2741925784982317
10,44,0.33648641288353953
10,45,0.3442156938136942
10,46,0.17030364072079054
10,47,0.41516275747899833
10,48,0.3087173821010086
10,49,0.29165055478980034
10,50,0.21597475453649626
11,1,0.3887917504483786
11,2,0.445267220225657
11,3,0.3890501037700458
11,4,0.36001608435206484
11,5,0.3234475696259412
11,6,0.4929087244723014
11,7,0.34845843100658064
11,8,0.39997106146577294
11,9,0.3974082703404795
11,10,0.22317915988918696
11,11,0.4028094354008965
11,12,0.432787448848172
11,13,0.3196274557050854
11,14,0.4435614748610813
11,15,0.3168416008659803
11,16,0.274418281038179
11,17,0.22762800959963062
11,18,0.4437237088354753
11,19,0.27374934211702323
11,20,0.19293241334615058
11,21,0.4811862081890652
11,22,0.46539570780819467
11,23,0.2783883958754319
11,24,0.49178001448429215
11,25,0.5698758231813977
11,26,0.32854034460955955
11,27,0.286814682739747
11,28,0.43124000101518917
11,29,0.40356782851583234
11,30,0.38686940536400255
11,31,0.2639108543081756
11,32,0.265469051511077
11,33,0.43647297825360115
11,34,0.35668189430665553
11,35,0.4513938528031944
11,36,0.41820485586814043
11,37,0.4113292908621109
11,38,0.4511256938769132
11,39,0.26226653224936164
11,40,0.24555154328856116
11,41,0.3698157767918471
11,42,0.28964526249223743
11,43,0.43618205621470696
11,44,0.5763981605392507
11,45,0.29546823673179956
11,46,0.48895447273060383
11,47,0.39952857796233715
11,48,0.4077765804837358
11,49,0.3981905462237893
11,50,0.3194754854452206
12,1,0.39312249288247436
12,2,0.48170338311490907
12,3,0.66532492234136
12,4,0.49973453941344154
12,5,0.527540609161467
12,6,0.36867186482335074
12,7,0.4423168104956827
12,8,0.3586631934993872
12,9,0.47831045105944586
12,10,0.42649049008635925
12,11,0.34659809852724915
12,12,0.4921728745917222
12,13,0.43286069154286944
12,14,0.4951641030970502
12,15,0.32006642832864796
12,16,0.2793303871642074
12,17,0.6181970448719079
12,18,0.4008327850845401
12,19,0.315363982985179
12,20,0.3184143023991896
12,21,0.3368552194662421
12,22,0.5231711021134753
12,23,0.3962602734292198
12,24,0.42771493586385256
12,25,0.4144681894762291
12,26,0.6375660596425033
12,27,0.4221626081415175
12,28,0.30812462218430997
12,29,0.5042690944351558
12,30,0.39136641160550606
12,31,0.4868905810655961
12,32,0.3848892374681178
12,33,0.4089859826563176
12,34,0.46056592932425816
12,35,0.29891719045261156
12,36,0.5734121895956991
12,37,0.4932320401257477
12,38,0.46467750419846016
12,39,0.37297060987581604
12,40,0.5482465637222788
12,41,0.23039704471527422
12,42,0.45363863738340393
12,43,0.3568078734307406
12,44,0.44487509990453583
12,45,0.5587389603669777
12,46,0.32169808880699435
12,47,0.3935563983091405
12,48,0.42487054104129535
12,49,0.3788681213240022
12,50,0.409583292192882
13,1,0.5266974818466171
13,2,0.40573529879408515
13,3,0.3579735650682899
13,4,0.38731030093662694
13,5,0.26009488144891296
13,6,0.425526263017796
13,7,0.5776690709755036
13,8,0.5037584532011972
13,9,0.49277040749500617
13,10,0.40178375451631954
13,11,0.5549314400898322
13,12,0.5027264967206776
13,13,0.4673140000187928
13,14,0.42662334379242034
13,15,0.5817902674088774
13,16,0.4243194404877422
13,17,0.38720280121791417
13,18,0.2764163662458242
13,19,0.4817101952941375
13,20,0.5098693085029616
13,21,0.33205768392909907
13,22,0.4242263707806479
13,23,0.4110890193588084
13,24,0.5494143448542022
13,25,0.30012441947143587
13,26,0.3638309168247884
13,27,0.45728159595235224
13,28,0.3907285874783388
13,29,0.4858410341341995
13,30,0.4013221296808332
13,31,0.5238929841244307
13,32,0.3761191488946579
13,33,0.3403469371565591
13,34,0.6291906304937925
13,35,0.5049813129182263
13,36,0.420442658881551
13,37,0.6062941268077717
13,38,0.41892216983666475
13,39,0.2783106066730795
13,40,0.4348230940303327
13,41,0.6729929310932331
13,42,0.5115186166232095
13,43,0.3044725060171826
13,44,0.3910323269416549
13,45,0.22273089003077248
13,46,0.30674724066698006
13,47,0.3670321412891603
13,48,0.2617391046381206
13,49,0.4428193739859029
13,50,0.26669930281928983
14,1,0.5218245619041487
14,2,0.4576338639840798
14,3,0.4838497261375793
14,4,0.2832569041024075
14,5,0.4950760179155149
14,6,0.542176429143454
14,7,0.5299721574606903
14,8,0.3248495099616631
14,9,0.3843429766186206
14,10,0.3443530357934799
14,11,0.4714180658667017
14,12,0.3769345709999272
14,13,0.5353312820602661
14,14,0.6295461555921746
14,15,0.6300560741223141
14,16,0.42464416334552774
14,17,0.35599916959813616
14,18,0.35069218826881743
14,19,0.43956494612089575
14,20,0.40261545588663455
14,21,0.48918796985243324
14,22,0.3754163325342264
14,23,0.3232887957744378
14,24,0.1957033183396607
14,25,0.4363603629205724
14,26,0.5361889005439096
14,27,0.24594417835863458
14,28,0.5184793504373284
14,29,0.536326845818572
14,30,0.4328145713498915
14,31,0.42145657699633715
14,32,0.4102256264776448
14,33,0.2980667612815711
14,34,0.48331080084329076
14,35,0.3697288308370253
14,36,0.4050807999080413
14,37,0.2589456859743922
14,38,0.5596826659425058
14,39,0.4474561168361878
14,40,0.3910725060413992
14,41,0.38043366304719356
14,42,0.37984133594382263
14,43,0.4437112130000214
14,44,0.47673859204585334
14,45,0.44864187722548887
14,46,0.6168194051318341
14,47,0.4070026101239842
14,48,0.49235285454963845
14,49,0.3567490823984792
14,50,0.43965688488928656
15,1,0.4008058610577722
15,2,0.5739352273313924
15,3,0.4162679788721299
15,4,0.5122624518262491
15,5,0.532130386102305
15,6,0.5664050774535231
15,7,0.4601347505941085
15,8,0.3268827416940024
15,9,0.4088488869983932
15,10,0.1705516457306925
15,11,0.4689187686462748
15,12,0.295526478741857
15,13,0.5747542104378526
15,14,0.5341284042891122
15,15,0.4486981055423146
15,16,0.40524925222905145
15,17,0.4541067814986816
15,18,0.45102329074241865
15,19,0.393425730922915
15,20,0.5840226084702255
15,21,0.5943779998354711
15,22,0.5396688413055503
15,23,0.36917904036512555
15,24,0.239062556335626
15,25,0.42104874922476787
15,26,0.4238748197062095
15,27,0.47936990522771833
15,28,0.3286952328563251
15,29,0.5457662845259311
15,30,0.5282763399194237
15,31,0.5488475535362131
15,32,0.503263257318919
15,33,0.21426933679009189
15,34,0.4754486666925151
15,35,0.47234832489469836
15,36,0.3953360019192848
15,37,0.456804661673316
15,38,0.42346814003300615
15,39,0.4646000478061094
15,40,0.44104173841043814
15,41,0.5045320776262907
15,42,0.2172043162956022
15,43,0.3052427426428102
15,44,0.3255901819756448
15,45,0.47143424136064094
15,46,0.5508530383980718
15,47,0.5545174086218592
15,48,0.41365053316238426
15,49,0.5202640841722512
15,50,0.45225453214001665
16,1,0.6299666822717973
16,2,0.6396879581547443
16,3,0.4639226877881322
16,4,0.5390028426080917
16,5,0.381712736209178
16,6,0.5458321915263434
16,7,0.458297850704444
16,8,0.22669669548271154
16,9,0.39536097008332616
16,10,0.45710386889659876
16,11,0.6048760536418606
16,12,0.5104704660377726
16,13,0.4403544117715634
16,14,0.3873128639166027
16,15,0.524927053884612
16,16,0.5654189402224296
16,17,0.518286069155659
16,18,0.5374055756001048
16,19,0.5182555028664142
16,20,0.5357721251516029
16,21,0.5023984816901819
16,22,0.26652280414938123
16,23,0.5007799434600209
16,24,0.40799531537805195
16,25,0.6423482641415075
16,26,0.5493923618573235
16,27,0.5178528734654757
16,28,0.33980399408589274
16,29,0.44521351430542816
16,30,0.515358369672257
16,31,0.2982426105824681
16,32,0.5044737073984663
16,33,0.4199084027683964
16,34,0.5590678908502499
16,35,0.4730161227557088
16,36,0.5926538444586144
16,37,0.5940893855654008
16,38,0.6262959431510254
16,39,0.32516248295652944
16,40,0.32423582320252575
16,41,0.6003131906444326
16,42,0.2777857806965993
16,43,0.5067409256325243
16,44,0.41327084929783703
16,45,0.3420727191487768
16,46,0.43009428274983874
16,47,0.4654684678619665
16,48,0.4706832552301133
16,49,0.5313633632453896
16,50,0.3380303722984753
17,1,0.4457937920148973
17,2,0.41491185784864004
17,3,0.5369812435913297
17,4,0.6607662904112951
17,5,0.4159755317751332
17,6,0.4791638294053351
17,7,0.28257996862229917
17,8,0.4231192840104302
17,9,0.6068081082387292
17,10,0.53883265839208
17,11,0.4922483560441129
17,12,0.552509746263088
17,13,0.3782729771719978
17,14,0.49642677195909335
17,15,0.5393359900883694
17,16,0.5882618807345432
17,17,0.42678750794229103
17,18,0.353010391788183
17,19,0.6023020649787658
17,20,0.4201350137294431
17,21,0.43524523266891846
17,22,0.6162904358225118
17,23,0.5030428382958441
17,24,0.5286355486544206
17,25,0.4683915732230929
17,26,0.4044685412094329
17,27,0.5310391514418145
17,28,0.6435359113614851
17,29,0.515352946046774
17,30,0.4294094785705695
17,31,0.1648538945052117
17,32,0.568683824477504
17,33,0.3870098616700057
17,34,0.5363381013190589
17,35,0.5022427999127739
17,36,0.6528953818645603
17,37,0.3709385755433081
17,38,0.6426692926843993
17,39,0.4764700031844511
17,40,0.6083967685680501
17,41,0.6243699088635711
17,42,0.6359198341163904
17,43,0.42393234657342943
17,44,0.4827784599871161
17,45,0.5574171237290946
17,46,0.3806385282831168
17,47,0.380579456110997
17,48,0.46682999768311145
17,49,0.42801748455849975
17,50,0.6425526217089056
18,1,0.35366961085012905
18,2,0.5203256866617603
18,3,0.34966435409346514
18,4,0.4839839919252515
18,5,0.3314968919760921
18,6,0.5104751639852233
18,7,0.3419059017532827
18,8,0.544455553365001
18,9,0.4456894311772957
18,10,0.5929003279736944
18,11,0.44622522906392537
18,12,0.4436163551979599
18,13,0.486755036947291
18,14,0.6038186395999721
18,15,0.5958371356039723
18,16,0.6891580713506786
18,17,0.5453829492682312
18,18,0.49790014759577306
18,19,0.378429693892298
18,20,0.546101642071934
18,21,0.5719814782623814
18,22,0.45304853382342325
18,23,0.5099277296362719
18,24,0.4966137842385758
18,25,0.6936768817944361
18,26,0.5465642161871054
18,27,0.48290885997909444
18,28,0.38523877604846124
18,29,0.6482463105998705
18,30,0.5534218831185581
18,31,0.4446989383275355
18,32,0.3114658989668049
18,33,0.40264947118666633
18,34,0.5588086896195107
18,35,0.6211385392776207
18,36,0.6813799186656566
18,37,0.48225853075483305
18,38,0.4272196185429471
18,39,0.4944477606094905
18,40,0.3785436036882618
18,41,0.5807813757670547
18,42,0.5778266582891033
18,43,0.5020214447157658
18,44,0.6506711050877805
18,45,0.3952071549886867
18,46,0.5167550828401156
18,47,0.43906928266540685
18,48,0.4798953585749187
18,49,0.4900878159139549
18,50,0.5046798651786882
19,1,0.5356108009072001
19,2,0.5096141055191477
19,3,0.5880696367137279
19,4,0.44300295519295374
19,5,0.6249034866981269
19,6,0.5653748751570791
19,7,0.45808327304411856
19,8,0.4682397169178024
19,9,0.6291116776012127
19,10,0.36493497605510083
19,11,0.3828325751500407
19,12,0.579038434693161
19,13,0.30747890701143515
19,14,0.5336044818031002
19,15,0.5092918728505124
19,16,0.5362792923528669
19,17,0.45129943664355293
19,18,0.5618777465588932
19,19,0.2921024965563125
19,20,0.667961218597238
19,21,0.5427230274954083
19,22,0.38600409488315257
19,23,0.5110539014655434
19,24,0.43461231374327813
19,25,0.6258897090473007
19,26,0.45920280711495737
19,27,0.3845448176981497
19,28,0.4776185188501888
19,29,0.5000423001144825
19,30,0.4808198409958624
19,31,0.47372906468413456
19,32,0.4381870487506772
19,33,0.5369354146412952
19,34,0.4887388136691595
19,35,0.52084307903889
19,36,0.3875233263410293
19,37,0.37121026825793446
19,38,0.39454994944124017
19,39,0.570827225396922
19,40,0.41937929020890924
19,41,0.44124142514226705
19,42,0.5614483718104175
19,43,0.4193344082506166
19,44,0.49738083627484886
19,45,0.6139267380846833
19,46,0.5249100980577996
19,47,0.5285631718581949
19,48,0.5924373568933246
19,49,0.4350941374053414
19,50,0.4368916156567389
20,1,0.6041969481495787
20,2,0.46086797301107946
20,3,0.417065218800807
20,4,0.5969908484417066
20,5,0.38099285073265465
20,6,0.45048765684695463
20,7,0.6032991493621856
20,8,0.5202825942796506
20,9,0.39696993824464216
20,10,0.5619234036518622
20,11,0.5477575690647346
20,12,0.6189472493806983
20,13,0.5009819595456396
20,14,0.5789953986216261
20,15,0.42927930968809874
20,16,0.44841664038527757
20,17,0.6107181455692688
20,18,0.44363429022926254
20,19,0.49792142491006347
20,20,0.3497028135489314
20,21,0.5335139317689886
20,22,0.5417701962514152
20,23,0.6039043839269725
20,24,0.5843689582797509
20,25,0.5371606988262376
20,26,0.6515022411114358
20,27,0.50095757441841
20,28,0.6583054175428946
20,29,0.4715841876779233
20,30,0.6584118066379444
20,31,0.27220038087953113
20,32,0.4213117986836199
20,33,0.5418227953883414
20,34,0.6074611868152329
20,35,0.6236740825044644
20,36,0.4911469438667757
20,37,0.5073075477533647
20,38,0.5404792541260839
20,39,0.37975774218501523
20,40,0.35151357792560134
20,41,0.5168609841239423
20,42,0.4556195630529933
20,43,0.6549528474361126
20,44,0.4596027935997286
20,45,0.518886324751277
20,46,0.48249850701661245
20,47,0.45971077713816616
20,48,0.5627801687491172
20,49,0.4445031132568294
20,50,0.6615764853224029
21,1,0.5754609773465489
21,2,0.6004882504271952
21,3,0.5373857775512328
21,4,0.5164723328651478
21,5,0.4298891495409559
21,6,0.54544169396473
21,7,0.600112485020065
21,8,0.5000722563343402
21,9,0.6177275078544113
21,10,0.5449438676979848
21,11,0.49703840923890824
21,12,0.5056730071330022
21,13,0.5660595910875187
21,14,0.5430244158623122
21,15,0.5539027251565392
21,16,0.5715225879233469
21,17,0.43173420398863116
21,18,0.5709441737974542
21,19,0.6004439288613295
21,20,0.41405831808598303
21,21,0.6104450244758881
21,22,0.4183565707169487
21,23,0.5239202438339828
21,24,0.5551815550395651
21,25,0.543830934087016
21,26,0.6607870994087093
21,27,0.5441162283474525
21,28,0.6342627784914516
21,29,0.4902888001465278
21,30,0.5810351769625303
21,31,0.5322678618148208
21,32,0.32854044784674624
21,33,0.5986945540722906
21,34,0.5745101417056493
21,35,0.4352239562218345
21,36,0.6748459652773002
21,37,0.61516526867535
21,38,0.5708096900952447
21,39,0.5746505822476428
21,40,0.6325297326442801
21,41,0.5188287983046158
21,42,0.6186628149690512
21,43,0.4840173034866274
21,44,0.5713244291706474
21,45,0.6532544762066902
21,46,0.5370983541541988
21,47,0.45365428602882996
21,48,0.41024772903336976
21,49,0.6009121328881003
21,50,0.42211031920331804
22,1,0.49168627540056875
22,2,0.48993089826107733
22,3,0.5035405064878813
22,4,0.42254390547356047
22,5,0.7414664442876338
22,6,0.6751326741146735
22,7,0.5826742399001607
22,8,0.5851979320769272
22,9,0.6670284698403878
22,10,0.6744991131124762
22,11,0.4788591843306305
22,12,0.6206683460769834
22,13,0.6243167104120476
22,14,0.4367561953794424
22,15,0.593657076225914
22,16,0.4898250150544272
22,17,0.5475485185509144
22,18,0.602980680228393
22,19,0.4715731651719951
22,20,0.5277175772114259
22,21,0.717604012011262
22,22,0.5151608013679029
22,23,0.6520826932411704
22,24,0.5121373260721959
22,25,0.4204358250291809
22,26,0.6891409012020331
22,27,0.49396786032554874
22,28,0.4315333635918532
